-5.5;21.79306
-4.5;24.19636
-3.5;25.21711
-2.5;29.07934
-1.5;30.85361
-0.5;30.82577
0.5;32.05203
1.5;30.56595
2.5;29.6525
3.5;28.47005
4.5;24.82017
5.5;22.90886
6.5;21.14633
