-6.7;19.00854
-6.4;19.20949
-6.1;20.12477
-5.8;20.96522
-5.5;21.69971
-5.2;22.81069
-4.9;23.2877
-4.6;23.90484
-4.3;25.6224
-4;25.72781
-3.7;26.18717
-3.4;27.79309
-3.1;27.92654
-2.8;28.66544
-2.5;29.5595
-2.2;29.85376
-1.9;29.89033
-1.6;30.84224
-1.3;31.3129
-1;31.83696
-0.7;31.84827
-0.4;31.22613
-0.1;32.13721
0.2;32.16868
0.5;31.19993
0.8;31.98511
1.1;29.54922
1.4;31.26846
1.7;31.21088
2;29.3623
2.3;30.19852
2.6;28.73404
2.9;28.58195
3.2;28.57248
3.5;27.09575
3.8;26.62022
4.1;26.43517
4.4;24.90501
4.7;24.69157
5;21.81561
5.3;22.19099
5.6;22.40524
5.9;20.38833
6.2;20.13767
6.5;19.92306
