ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
1,591.74759570794,2.937611434861,4.5235114897249,2380.9982562501,-3.7213730141791,0.29624015343565
2,591.74758041451,-3.5122868287892,4.158870368144,2381.7248274433,-1.7749069682271,-4.3670029392607
3,591.74762115947,2.3795044543268,0.67252225667082,2377.5336552732,1.2127503426689,0.61705344657662
4,591.74761911645,1.3053197020728,-1.5851839173561,2377.3755472207,1.4734245391409,-1.1764210490706
5,591.74760948588,-0.89934597390078,-4.5886525156046,2379.0028886185,1.3360081283709,-2.5002707681298
6,591.74760836734,4.7419138496325,-2.8261899373756,2381.0283483855,1.3738800693943,2.5493196781545
7,591.74761987134,-0.38872045902376,-1.2477879382446,2377.2486530174,0.30915884795895,-1.5265810789292
8,591.74761497086,4.7747602614201,-0.024307622546396,2379.0925903803,1.8214966198108,1.2257027164239
9,591.74761786815,3.8159977917657,2.8576565424878,2379.1713373156,-0.12335705840023,1.8008949354743
10,591.74760853834,-3.8771319043783,2.9196714469239,2379.1858798207,-2.6439718311635,-0.76785539346703
11,591.74759714156,3.1630425438889,-4.4806605185651,2380.7146841512,3.3176613209975,1.5321758082979
12,591.74761877857,3.7960980226343,1.7477692873084,2378.5584848354,1.044409878113,1.490606206221
13,591.74762300863,0.075517672701793,1.6935391521668,2377.2955401843,-0.57710481390343,0.90461658926461
14,591.74760720966,-2.0816553053184,-3.3614631216527,2378.34735303,0.23547981352246,-3.0406410619173
15,591.74761725825,-1.8728905453391,-1.3056670262608,2377.4691336621,-0.45848558814432,-1.9994169531595
16,591.74761644088,2.4244578090456,3.0574531873556,2378.3188182787,-0.14644518159968,1.9227630917579
17,591.7476181043,0.8483037390657,3.0547014762429,2377.8780553433,-0.80897259351664,1.8912429620049
18,591.74761397815,3.2385506726797,-0.67031530619255,2377.9457455084,2.1679164040822,0.044574045234357
19,591.74760459818,-2.1119790048717,-3.9426030016036,2378.8452035576,0.62708006010077,-3.0326665102825
20,591.74761069505,-2.112843087957,3.3951518739798,2378.3395794969,-2.4522053639462,1.0348974392777
21,591.74761582159,0.14813037021785,-2.2173634164433,2377.4369318394,0.9278074976005,-1.9373120741094
