PE (V):30000, 3rd Electrode (V):15000, x_width (mm):0, y_height (mm):0, 1st Solenoid wire current (A):3.5989492866997, 2st Solenoid wire current (A):5.0848312729007
ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
1,1004.969876104,0.25239813703369,-0.93338943444168,2391.5722954399,8.7478290146563,-32.33487518
2,1004.9275174955,0.4826391114353,-1.7549890286052,2392.4281664998,6.5436818102357,-23.796969305158
3,62.158873772728,-5.2112152584639,8.0579130739498e-06,2390.1148656457,98.820097004142,0.00041585254817358
4,48.341243271599,-6.1955057420047,5.5265196836689e-06,1680.9785596369,-188.80857611289,0.00062828969711552
5,47.483364753957,-6.7226814395259,5.7470460532397e-06,1669.5080244854,-288.43511442884,0.00073288839946306
