330,190.46183972794
331,204.52361233351
332,219.54230367793
333,235.55109650601
334,252.57843801749
335,270.64709511753
336,289.77322610331
337,309.96550177819
338,331.22431153403
339,353.5410908921
340,376.89780600469
341,401.26662744674
342,426.60982014643
343,452.87986856628
344,480.01984650577
345,507.9640296342
346,536.63873678462
347,565.96337403995
348,595.85164472879
349,626.21287963052
350,656.95343584562
351,687.97811053344
352,719.1915172959
353,750.49937821001
354,781.80969278301
355,813.03375549317
356,844.08700495799
357,874.88969898481
358,905.36741977762
359,935.45142162942
360,965.07883907714
361,994.19277663896
362,1022.7423020885
363,1050.6823641691
364,1077.9736532582
365,1104.5824203276
366,1130.4802661347
367,1155.6439093432
368,1180.0549394933
369,1203.6995585909
370,1226.5683135935
371,1248.6558212019
372,1269.9604860102
373,1290.4842130888
374,1310.2321163388
375,1329.2122243289
376,1347.4351857056
377,1364.9139765817
378,1381.6636124987
379,1397.7008676179
380,1413.0440037104
381,1427.7125113083
382,1441.7268650718
383,1455.1082950471
384,1467.8785750712
385,1480.0598291454
386,1491.6743561825
387,1502.7444731418
388,1513.2923762266
389,1523.3400195326
390,1532.9090103053
391,1542.020519802
392,1550.695208635
393,1558.9531654185
394,1566.8138575132
395,1574.2960926839
396,1581.4179905202
397,1588.1969625287
398,1594.6496998716
399,1600.7921677965
400,1606.6396058714
401,1612.2065332061
402,1617.5067579004
403,1622.5533900139
404,1627.358857403
405,1631.934923816
406,1636.2927086806
407,1640.4427080629
408,1644.3948163241
409,1648.1583480471
410,1651.7420598615
411,1655.1541718467
412,1658.4023882552
413,1661.4939173519
414,1664.4354902273
415,1667.233378489
416,1669.8934107897
417,1672.420988181
418,1674.8210983148
419,1677.0983285294
420,1679.2568778604
421,1681.3005680155
422,1683.2328533321
423,1685.0568297199
424,1686.7752425588
425,1688.3904935
426,1689.9046460866
427,1691.3194300906
428,1692.6362444439
429,1693.8561586341
430,1694.9799124332
431,1696.0079138326
432,1696.9402350737
433,1697.7766066775
434,1698.5164093986
435,1699.1586640456
436,1699.7020191293
437,1700.1447363046
438,1700.4846735801
439,1700.7192662584
440,1700.845505556
441,1700.8599148267
442,1700.7585232806
443,1700.5368370524
444,1700.1898074339
445,1699.7117960466
446,1699.0965366945
447,1698.3370936092
448,1697.4258157825
449,1696.3542870735
450,1695.1132717871
451,1693.6926554418
452,1692.0813804855
453,1690.267376767
454,1688.2374866483
455,1685.9773847219
456,1683.4714922056
457,1680.70288621
458,1677.6532042189
459,1674.3025442954
460,1670.6293617368
461,1666.6103631457
462,1662.2203991871
463,1657.4323576649
464,1652.2170589834
465,1646.5431565871
466,1640.3770455883
467,1633.6827835207
468,1626.4220279956
469,1618.5539969903
470,1610.0354585553
471,1600.8207578742
472,1590.8618908116
473,1580.1086342957
474,1568.5087450335
475,1556.0082390465
476,1542.5517652347
477,1528.0830864573
478,1512.5456812945
479,1495.8834785035
480,1478.0417339919
481,1458.9680566689
482,1438.6135845991
483,1416.9343063326
484,1393.8925140558
485,1369.4583654028
486,1343.6115196563
487,1316.3428021674
488,1287.6558388977
489,1257.5685920536
490,1226.1147190647
491,1193.3446719878
492,1159.3264541047
493,1124.1459561003
494,1087.9068064342
495,1050.7296893772
496,1012.7511089867
497,974.12160651966
498,935.00347021549
499,895.56800730776
500,855.99247564358
501,816.45679373211
502,777.14016131823
503,738.21772649234
504,699.8574297581
505,662.21714127689
506,625.44218644339
507,589.66332933329
508,554.99525592562
509,521.53557173109
510,489.36430355002
511,458.54387397678
512,429.11950079586
513,401.11996185093
514,374.55865914102
515,349.43491332077
516,325.73542079192
517,303.43580943485
518,282.50223501197
519,262.89296769954
520,244.55992646489
521,227.4501275786
522,211.50702199809
523,196.67170432616
524,182.883983268
525,170.08330979527
526,158.20956447169
527,147.20370956356
528,137.0083146804
529,127.56796684004
530,118.8295771409
531,110.74259678489
532,103.25915516636
533,96.334132265871
534,89.925176788552
535,83.992680478388
536,78.499717916254
537,73.411959945133
538,68.69756771853
539,64.327073277892
540,60.273251558793
541,56.510987819362
542,53.017143684545
543,49.770424306523
544,46.751248550582
545,43.941623619536
546,41.325025119419
547,38.886283234688
548,36.611475412756
549,34.487825745744
550,32.503611073088
551,30.648073704084
552,28.91134056754
553,27.284348530274
554,25.758775582066
555,24.326977557289
556,22.981930049269
557,21.717175169204
558,20.526772804912
559,19.40525604359
560,18.347590435661
561,17.349136792286
562,16.405617226315
563,15.513084164508
564,14.667892077209
565,13.866671689873
566,13.10630645863
567,12.383911109111
568,11.696812054055
569,11.042529520515
570,10.418761231838
571,9.8233675029781
572,9.2543576200534
573,8.7098773865137
574,8.1881977287695
575,7.6877042637751
576,7.2068877398652
577,6.7443352701769
578,6.2987222853102
579,5.8688051385332
580,5.4534143028754
581,5.0514481049308
582,4.6618669451462
583,4.2836879588566
584,3.9159800763755
585,3.5578594441032
586,3.2084851719094
587,2.8670553750063
588,2.5328034811955
589,2.204994776757
590,1.8829231663908
591,1.5659081245297
592,1.2532918170458
593,0.94443637388258
594,0.63872129447809
595,0.33554096901734
596,0.034302299573754
597,-0.26557759391892
598,-0.56467359717108
599,-0.86355476819573
600,-1.1627864602857
601,-1.4629324140718
602,-1.7645568311276
603,-2.0682264413942
604,-2.3745125766037
605,-2.6839932618903
606,-2.9972553378826
607,-3.314896625777
608,-3.637528148205
609,-3.9657764191164
610,-4.3002858164285
