ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
103,1014.9999999914,1.9526807794891,-3.2550744666152,2379.6117625001,-9.6929425137321,19.951843300665
104,1014.9999999883,-3.4068564897657,-0.59715520572119,2381.0971075784,26.245800478497,3.9456523638974
105,1014.9999999945,-1.8322896920027,0.75534491428867,2377.5200167351,10.100566093986,-3.9505723935539
106,1014.9999999884,-0.35904850011233,-3.6026946189823,2379.9989167706,6.2366426564303,25.022245798773
107,1014.999999999,2.3211742166385,-0.65064588975898,2377.8746921299,-13.859092375982,3.5369527800824
108,1014.9999999974,1.9453657216459,-1.2423717053435,2377.72746064,-10.474235763022,6.2509885260595
109,1014.9999999975,1.2553262328198,1.2322351180272,2377.5025424899,-8.6169941632311,-6.5547965127675
110,1014.9999999981,-2.8623369489005,2.2173401242767,2380.8912322372,18.295174055281,-17.817907439115
111,1014.9999999852,3.0020678154604,0.61704101729348,2378.5728958465,-20.023654863084,-2.9974385917166
112,1014.9999999811,-2.187727874531,2.5707598112983,2378.7850799655,10.497546440705,-16.327223260676
113,1014.9999999907,2.2759424749336,-0.52149717156351,2377.8180869172,-13.707534473041,2.8128605262877
114,1014.9999999937,2.8722151925012,-0.2128157382317,2378.2909432768,-18.377484827938,1.7776560116342
115,1014.9999999966,1.2677804108767,0.34127911067918,2383.5950546588,-25.316802748224,-7.5283318252809
116,1014.9999999889,2.7139367366918,0.60039275931937,2378.2132311251,-17.921095342487,-2.8691435295993
117,1014.9999999984,3.0754827092415,1.3989567999346,2379.1971825751,-21.848184758837,-8.1854605263516
118,1014.9999999838,0.49891707285195,-1.5401216883645,2377.3585575743,-1.1378327075879,8.1758075701623
119,1014.9999999976,1.4846617538699,0.58636795225522,2377.4236213327,-9.6242547868,-3.1552236692499
120,1014.9999999821,-0.63635097907602,-3.1966409665119,2378.7907282608,6.8810410603365,20.402521945881
121,1014.9999999988,0.86986161397125,-1.9149221693729,2377.5819907272,-3.0201585771504,10.273341615002
122,1014.9999999941,2.9556848548261,-0.91138790253828,2378.5050371729,-18.330933381965,5.6370517710275
123,1014.9999999956,1.2831187871451,-1.5555714367867,2377.5207049267,-5.7768107047761,7.8912202321306
124,1014.9999999898,-0.45539944993214,-2.8193346166852,2378.192575184,5.160914730433,17.255689076926
125,1014.9999999917,0.40600087257908,-3.0324693491675,2378.3631665338,0.44021420914532,18.201750741828
126,1014.9999999818,-1.5596548195044,-0.099746681813403,2383.373342154,26.238514938715,1.9245343630652
127,1014.9999999882,2.0453393001808,0.74560851983624,2377.7728476011,-13.46039593792,-3.8774779939839
128,1014.9999999893,0.46482232449641,3.5589764840324,2380.1162908275,-6.6679576873684,-23.96619277947
129,1014.999999986,-3.510414886418,-1.1191099782811,2380.072290672,23.752400254796,6.9067784479031
130,1014.9999999874,2.5235418927514,-1.9708303365714,2378.4688706039,-13.854187640474,10.653994982845
131,1014.9999999883,-1.0458470006234,-1.7956928559721,2377.6359310854,7.447687990067,10.99972930995
132,1014.9999999992,-3.374379566203,-1.4503506853383,2379.7108458802,22.142082722409,8.9972405757332
133,1014.999999996,3.5233449077267,0.32137365464164,2380.6860713378,-27.301195885137,-1.9719049302557
134,1014.9999999943,-0.025642849568186,2.8332446500746,2378.2111541745,-2.7956077101683,-16.722605694226
135,1014.9999999862,2.6801584141241,-2.1035409908662,2378.7823558525,-15.041643504778,11.623039682084
136,1014.9999999981,2.2776405459095,2.2769736948964,2381.243710968,-21.764602373764,-16.685325231268
137,1014.9999999837,-0.75644930841388,2.875560307359,2378.2737564189,1.2367347503444,-16.951178041876
138,1014.9999999984,2.890387438757,-1.1885352043878,2378.5083737029,-17.506403081573,6.9548120592671
139,1014.9999999894,3.1934108250095,-1.7922676970067,2379.7679981349,-20.740060418374,11.522883507476
140,1014.9999999995,1.305328420868,-3.4011037864315,2379.2554160999,-5.2054045536234,21.138763700345
141,1014.9999999824,-2.9684142059758,1.0026675343764,2378.4233962814,16.758565429832,-5.9024187014545
142,1014.9999999851,0.087575569383368,0.89011886430527,2377.2499302528,-1.1519317015308,-4.7999837875738
143,1014.9999999909,-2.5785080185748,-2.5512727649715,2380.1740225593,18.809817907978,18.115170521784
144,1014.9999999911,-3.443042957355,-1.1855497088301,2380.5651566196,24.580369761152,7.7884426156541
145,1014.9999999908,-1.2284755223,-2.627854113471,2378.2828563771,9.356911609702,16.532175228861
146,1014.9999999987,1.345370765776,-1.1672619753996,2377.4229091769,-6.6202337961689,5.6825006346792
147,1014.9999999903,-1.6975734956615,-1.4021207708105,2377.7059891644,10.565564362577,8.9100080366904
148,1014.9999999945,1.1409748298896,1.1745131208127,2377.4377265373,-7.8375967018722,-6.2667311512059
149,1014.9999999934,-2.6321729604958,2.4120632363871,2379.1359936596,13.607391247716,-16.212622037884
