X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
0.172289, 0.00555347, 0.00426133, -0.035039, -0.00538713, -0.00631715
0.169181, 0.00694011, 0.000913683, -0.0436793, -0.00945163, -0.00189226
0.167214, 0.00494975, 0.00494975, -0.0510297, -0.0122331, -0.00950145
0.158981, 0.00694011, 0.000913683, -0.077721, -0.0116279, -0.000334525
0.170735, 0.00624679, 0.00258751, -0.0393532, -0.00362859, -0.00323405
0.168198, 0.00594493, 0.00293172, -0.0475263, -0.00986551, -0.00570097
0.169752, 0.00525161, 0.00460554, -0.0429645, -0.00942229, -0.00801493
0.165635, 0.00624679, 0.00258751, -0.0559561, -0.00908238, -0.00422873
0.164081, 0.00694011, 0.000913683, -0.0605996, -0.010763, -0.00137004
0.163098, 0.00594493, 0.00293172, -0.0645648, -0.00671794, -0.00243091
0.104613, -0.00694011, 0.000913683, -0.161746, 0.00117845, -7.72357e-05
0.103288, -0.00555347, -0.00426133, -0.162186, 0.000763106, 0.000573487
0.108396, -0.007, 0, -0.160693, 0.00128486, -3.74619e-06
0.101712, -0.007, 0, -0.162555, 0.00105514, 2.93924e-06
0.103951, -0.00624679, -0.00167382, -0.161945, 0.000990705, 0.00026325
0.105842, -0.00627674, -0.00213067, -0.161408, 0.0010797, 0.000357438
0.106505, -0.00697006, 0.000456842, -0.161212, 0.00125306, -1.62356e-05
0.103163, -0.00697006, 0.000456842, -0.162157, 0.00111511, -3.54388e-05
0.1025, -0.00627674, -0.00213067, -0.162357, 0.000963752, 0.000308499
0.105054, -0.007, 0, -0.161626, 0.00115934, 4.78186e-05
0.00631952, -0.000913683, -0.00694011, -0.0704868, -0.00225575, -0.0129889
0.00646613, 0, -0.007, -0.0706831, -0.000133363, -0.0125731
0.0043545, 0, -0.00512461, -0.0606179, -0.000614507, -0.0110122
0.00659008, -0.00555347, -0.00426133, -0.0700069, -0.0103537, -0.00891912
0.00639282, -0.000456842, -0.00697006, -0.0704902, -0.00110038, -0.0126125
0.00541031, 0, -0.00606231, -0.0663171, -0.000514512, -0.0119654
0.00533701, -0.000456842, -0.00603236, -0.0667743, -0.00190776, -0.0123695
0.0064548, -0.00323358, -0.00560072, -0.0702589, -0.00599147, -0.0109886
0.0065281, -0.00277674, -0.00563066, -0.0710748, -0.00533691, -0.0112792
0.00547229, -0.00277674, -0.00469297, -0.0661356, -0.00520558, -0.0100971
0.123967, 0.00181173, 0.00676148, -0.151133, -0.00096813, -0.00312884
0.118867, 0.000913683, 0.00694011, -0.155021, -0.000607659, -0.00233636
0.121001, 0, 0.00501858, -0.153339, -0.000279954, -0.00192586
0.125641, 0.000913683, 0.00694011, -0.149522, -0.000331513, -0.00359921
0.121417, 0.00136271, 0.0068508, -0.15324, -0.000676688, -0.00236957
0.119934, 0.000456842, 0.00597934, -0.154237, -0.000526052, -0.00213834
0.122484, 0.000905867, 0.00589003, -0.152372, -0.000453508, -0.00252275
0.124804, 0.00136271, 0.0068508, -0.150387, -0.000606922, -0.00327538
0.122254, 0.000913683, 0.00694011, -0.152568, -0.000533699, -0.00225383
0.123321, 0.000456842, 0.00597934, -0.151671, -0.000279873, -0.00256727
-0.0230746, 0, -0.007, -0.00630473, 0.00618389, -0.00207854
-0.03, -2.42861e-20, -2.35637e-05, -0.00560947, 1.70078e-05, 0.000185665
-0.03, 0, -0.007, -0.00294421, -0.00453833, 0.000834392
-0.03, -0.000913683, -0.00694011, -0.00454664, -0.00244227, 0.000184903
-0.0265373, -1.21431e-20, -0.00351178, -0.00613429, 0.00280945, -0.000985928
-0.03, -1.21431e-20, -0.00351178, -0.00433637, -0.00142312, 0.000467973
-0.0265373, 0, -0.007, -0.00466968, 0.00153005, -0.000547582
-0.0265373, -0.000456842, -0.00697006, -0.0054039, 0.00219072, -0.000898242
-0.03, -0.000456842, -0.00348184, -0.00483806, -0.00113551, 0.000184038
-0.03, -0.000456842, -0.00697006, -0.00361848, -0.00327996, 0.000543249
0.201, 0.00181173, -0.00676148, -0.00456975, -0.000452761, 0.000993284
0.201, 0.000913683, -0.00694011, -0.00456656, -0.000312853, 0.000979208
0.201, 0, -5.30183e-05, -0.00443597, -7.28244e-05, 2.65664e-05
0.197075, 0, -0.00512461, -0.00627857, -0.00014933, 0.000881777
0.201, 0.00136271, -0.0068508, -0.00456536, -0.000412826, 0.000965962
0.201, 0.000456842, -0.00349657, -0.00468455, -0.000149678, 0.000762337
0.201, 0.000905867, -0.00340725, -0.00466129, -0.000363372, 0.00073443
0.199038, 0.000905867, -0.00594305, -0.00540438, -0.000325299, 0.000955969
0.199038, 0.000456842, -0.00603236, -0.00541046, -0.000270733, 0.000927972
0.199038, 0, -0.00258882, -0.00543622, -9.94184e-05, 0.000701172
-0.0210035, 0, 0.00501858, -0.00981178, 0.000360979, 0.00119846
-0.0191223, 0, 0.007, -0.0109348, 0.000220589, 0.00223389
-0.0184677, 0.000913683, 0.00694011, -0.0115162, 0.000775531, 0.00277985
-0.03, 0.000913683, 0.00694011, -0.00588292, 0.000293765, 0.00177523
-0.0200629, 0, 0.00600929, -0.0102934, 0.000187959, 0.00158305
-0.018795, 0.000456842, 0.00697006, -0.0112268, 0.000706002, 0.00237095
-0.0197356, 0.000456842, 0.00597934, -0.0106303, 0.000507577, 0.00177947
-0.0255017, 0.000456842, 0.00597934, -0.00775704, 0.000112366, 0.00147488
-0.0245612, 0.000456842, 0.00697006, -0.00818456, 4.4424e-05, 0.00200134
-0.0242338, 0.000913683, 0.00694011, -0.00830677, 0.000944634, 0.00158569
0.190263, 0.00181173, -0.00676148, -0.00933644, -8.29922e-05, 0.00229827
0.201, 0.00181173, -0.00676148, -0.00456975, -0.000452761, 0.000993284
0.201, 0.00267878, -0.00646716, -0.00459162, -0.000537611, 0.00102052
0.197075, 0, -0.00512461, -0.00627857, -0.00014933, 0.000881777
0.195632, 0.00181173, -0.00676148, -0.00685917, -0.000629792, 0.00132098
0.201, 0.00224526, -0.00661432, -0.00456763, -0.000508206, 0.00100402
0.195632, 0.00224526, -0.00661432, -0.00686286, -0.000624268, 0.00148039
0.193669, 0.000905867, -0.00594305, -0.00778579, -0.0001932, 0.00146996
0.199038, 0.000905867, -0.00594305, -0.00540438, -0.000325299, 0.000955969
0.199038, 0.00133939, -0.00579588, -0.0053975, -0.00037784, 0.000978831
-0.0229766, -0.000913683, -0.00694011, -0.00578012, 0.00263529, -0.0029115
-0.03, -2.42861e-20, -2.35637e-05, -0.00560947, 1.70078e-05, 0.000185665
-0.0230746, 0, -0.007, -0.00630473, 0.00618389, -0.00207854
-0.03, -0.000913683, -0.00694011, -0.00454664, -0.00244227, 0.000184903
-0.0264883, -0.000456842, -0.00348184, -0.00619179, 0.000699182, -0.000683581
-0.0265373, -1.21431e-20, -0.00351178, -0.00613429, 0.00280945, -0.000985928
-0.0230256, -0.000456842, -0.00697006, -0.00616403, 0.00337438, -0.0017849
-0.0264883, -0.000913683, -0.00694011, -0.00557605, 0.0015163, -0.000639806
-0.03, -0.000456842, -0.00348184, -0.00483806, -0.00113551, 0.000184038
-0.0265373, -0.000456842, -0.00697006, -0.0054039, 0.00219072, -0.000898242
0.0041345, -0.00267878, -0.00646716, -0.0606888, -0.00381591, -0.0160199
0.00748797, -0.00181173, -0.00676148, -0.0743928, -0.00344578, -0.0125801
0.00404613, -0.00181173, -0.00676148, -0.0598447, -0.00837277, -0.015332
0.00659008, -0.00555347, -0.00426133, -0.0700069, -0.0103537, -0.00891912
0.00581123, -0.00224526, -0.00661432, -0.0703905, -0.00704081, -0.0187129
0.00576705, -0.00181173, -0.00676148, -0.0703981, -0.00543742, -0.0169028
0.00409031, -0.00224526, -0.00661432, -0.0605497, -0.0056666, -0.0177086
0.00536229, -0.00411613, -0.00536424, -0.0670279, -0.00103491, -0.00542418
0.00703902, -0.0036826, -0.00551141, -0.0738957, -0.00662715, -0.0112314
0.0053181, -0.0036826, -0.00551141, -0.0676892, -0.00576211, -0.011437
0.130748, 0, -0.007, -0.145187, 0.000632856, 0.00528332
0.138796, -0.00426133, -0.00555347, -0.132856, 0.00363892, 0.00447086
0.14411, 0, -0.007, -0.122044, 0.00069363, 0.00775163
0.136728, 0.000913683, -0.00694011, -0.135666, -0.000842731, 0.00517999
0.134772, -0.00213067, -0.00627674, -0.138805, 0.00144785, 0.00528936
0.141453, -0.00213067, -0.00627674, -0.127717, 0.00218409, 0.00580535
0.137429, 0, -0.007, -0.134216, 0.000204728, 0.00577939
0.133738, 0.000456842, -0.00697006, -0.140639, 0.000753645, 0.00672464
0.137762, -0.00167382, -0.00624679, -0.13389, 0.00111971, 0.005037
0.140419, 0.000456842, -0.00697006, -0.129144, -0.000213602, 0.00548191
0.183526, -0.00181173, 0.00676148, -0.0151466, 0.001422, -0.00476156
0.181452, -0.00267878, 0.00646716, -0.0173581, 0.00209483, -0.00382702
0.18186, 0, 0.00501858, -0.0174876, 0.000545192, -0.00242873
0.197225, -0.00267878, 0.00646716, -0.00590695, 8.91564e-05, -0.00151688
0.182489, -0.00224526, 0.00661432, -0.0161355, 0.0014324, -0.00507708
0.181656, -0.00133939, 0.00574287, -0.0173845, 0.00138674, -0.00322943
0.182693, -0.000905867, 0.00589003, -0.0161304, 0.00117142, -0.00345494
0.190375, -0.00224526, 0.00661432, -0.0102323, 0.000936115, -0.00247721
0.189339, -0.00267878, 0.00646716, -0.0110295, 0.00104765, -0.00224553
0.189543, -0.00133939, 0.00574287, -0.0111408, 0.000673471, -0.00157722
0.0499524, -0.00676148, -0.00181173, -0.163016, -0.00134706, -0.000308719
0.0449239, -0.00676148, -0.00181173, -0.160805, -0.00134969, -0.000769844
0.0455344, -0.00694011, -0.000913683, -0.1612, -0.00125783, -0.000308991
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0474381, -0.00676148, -0.00181173, -0.162017, -0.00110817, -0.000895178
0.0452291, -0.0068508, -0.00136271, -0.161068, -0.00147073, -0.000419314
0.0477434, -0.0068508, -0.00136271, -0.162167, -0.00130285, -0.000475306
0.0474398, -0.00591654, -0.000932376, -0.16204, -0.00112256, -0.000364933
0.0449256, -0.00591654, -0.000932376, -0.160748, -0.00127301, -0.000157595
0.0452308, -0.00600585, -0.000483351, -0.16097, -0.00115683, -0.000107477
-0.0230746, 0, -0.007, -0.00630473, 0.00618389, -0.00207854
-0.03, -2.42861e-20, -2.35637e-05, -0.00560947, 1.70078e-05, 0.000185665
-0.03, 0.000913683, -0.00694011, -0.000626756, -0.00308574, 0.00157504
-0.03, 0, -0.007, -0.00294421, -0.00453833, 0.000834392
-0.0265373, -1.21431e-20, -0.00351178, -0.00613429, 0.00280945, -0.000985928
-0.03, 0.000456842, -0.00348184, -0.00338612, -0.00106677, 0.00115133
-0.0265373, 0.000456842, -0.00697006, -0.00314599, 0.0054112, -0.00108713
-0.0265373, 0, -0.007, -0.00466968, 0.00153005, -0.000547582
-0.03, -1.21431e-20, -0.00351178, -0.00433637, -0.00142312, 0.000467973
-0.03, 0.000456842, -0.00697006, -0.00201726, -0.00629819, 0.00135923
-0.0256093, -0.00267878, -0.00646716, -0.00527674, -0.00180168, 0.00469702
-0.0249931, -0.00181173, -0.00676148, -0.00527574, 0.00580704, -0.000635625
-0.03, -0.00181173, -0.00676148, -0.00499721, -0.00191464, -0.000209851
-0.03, -2.42861e-20, -2.35637e-05, -0.00560947, 1.70078e-05, 0.000185665
-0.0253012, -0.00224526, -0.00661432, -0.0053751, 0.00354314, -4.35648e-05
-0.0274965, -0.00181173, -0.00676148, -0.00696865, -3.43702e-05, -0.000372291
-0.0278047, -0.00224526, -0.00661432, -0.00789592, -0.000180695, -0.00051754
-0.0278047, -0.00133939, -0.00324536, -0.00637963, -0.000174068, 0.000859969
-0.0274965, -0.000905867, -0.00339252, -0.00591599, 0.00164177, 0.00010656
-0.03, -0.000905867, -0.00339252, -0.00457828, -0.000979841, 2.92465e-05
0.181231, 0.00646716, 0.00267878, -0.0189597, 0.000399817, 0.00248418
0.175773, 0.00606218, 0.0035, -0.0276934, 0.00783642, 0.00285956
0.167394, 0.00646716, 0.00267878, -0.049465, -0.0213678, -0.00901857
0.174253, 0.00694011, 0.000913683, -0.0317461, -0.00778267, -0.0022976
0.178502, 0.00626467, 0.00308939, -0.0232912, -0.0126036, -0.00269492
0.171583, 0.00626467, 0.00308939, -0.0371098, 0.012748, 0.00269636
0.174312, 0.00646716, 0.00267878, -0.0320809, -0.0189398, -0.00675157
0.177742, 0.00670364, 0.00179623, -0.024909, -0.0132349, -0.00357662
0.175013, 0.00650115, 0.00220684, -0.0295589, -0.00977031, -0.00290101
0.170823, 0.00670364, 0.00179623, -0.0393939, 0.000566973, 5.71361e-05
0.0481388, 0.000913683, -0.00694011, -0.163002, -0.000461433, -0.00249348
0.0573822, 0.00181173, -0.00676148, -0.164992, -0.00160262, -0.00164919
0.042424, 0.00181173, -0.00676148, -0.160219, 0.00072567, -0.00440611
0.060142, 0, -0.00512461, -0.165323, -0.000211023, -0.000294094
0.0527605, 0.00136271, -0.0068508, -0.164128, -0.000514678, -0.00121785
0.0499031, 0.00181173, -0.00676148, -0.163468, 0.00119357, 0.000199246
0.0452814, 0.00136271, -0.0068508, -0.162277, 0.000471213, -0.00218916
0.0541404, 0.000456842, -0.00603236, -0.164293, -0.000495105, -0.00114284
0.0587621, 0.000905867, -0.00594305, -0.165145, -0.00044945, -0.000567751
0.051283, 0.000905867, -0.00594305, -0.163606, 0.00151969, 0.000279949
0.0481388, 0.000913683, -0.00694011, -0.163002, -0.000461433, -0.00249348
0.060142, 0, -0.00512461, -0.165323, -0.000211023, -0.000294094
0.042424, 0.00181173, -0.00676148, -0.160219, 0.00072567, -0.00440611
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0541404, 0.000456842, -0.00603236, -0.164293, -0.000495105, -0.00114284
0.051283, 0.000905867, -0.00594305, -0.163606, 0.00151969, 0.000279949
0.0452814, 0.00136271, -0.0068508, -0.162277, 0.000471213, -0.00218916
0.046533, -0.00207896, -0.00349657, -0.162007, -0.00108893, -0.00152736
0.0525346, -0.0025358, -0.00258882, -0.163476, -0.000600357, -6.64569e-05
0.0436756, -0.00162993, -0.00340725, -0.160557, -0.000449612, -0.00183349
0.0573822, 0.00181173, -0.00676148, -0.164992, -0.00160262, -0.00164919
0.0488239, 0.00267878, -0.00646716, -0.164853, 0.000116662, -0.00141907
0.042424, 0.00181173, -0.00676148, -0.160219, 0.00072567, -0.00440611
0.060142, 0, -0.00512461, -0.165323, -0.000211023, -0.000294094
0.053103, 0.00224526, -0.00661432, -0.164419, -0.00397234, -0.00337654
0.045624, 0.00224526, -0.00661432, -0.163549, 0.00503661, -0.000484752
0.0499031, 0.00181173, -0.00676148, -0.163468, 0.00119357, 0.000199246
0.0587621, 0.000905867, -0.00594305, -0.165145, -0.00044945, -0.000567751
0.054483, 0.00133939, -0.00579588, -0.164516, -0.00229065, -0.00202914
0.051283, 0.000905867, -0.00594305, -0.163606, 0.00151969, 0.000279949
0.0552565, -0.00694011, -0.000913683, -0.164646, -0.000877092, 1.84945e-05
0.0455344, -0.00694011, -0.000913683, -0.1612, -0.00125783, -0.000308991
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0499524, -0.00676148, -0.00181173, -0.163016, -0.00134706, -0.000308719
0.0503954, -0.00694011, -0.000913683, -0.163034, -0.00142434, 4.81582e-06
0.0452308, -0.00600585, -0.000483351, -0.16097, -0.00115683, -0.000107477
0.0500919, -0.00600585, -0.000483351, -0.162943, -0.00136535, -2.44308e-05
0.0526044, -0.0068508, -0.00136271, -0.163833, -0.00124124, -8.54864e-06
0.0477434, -0.0068508, -0.00136271, -0.162167, -0.00130285, -0.000475306
0.0474398, -0.00591654, -0.000932376, -0.16204, -0.00112256, -0.000364933
0.16775, 0, 0.007, -0.0488717, 0.000272892, -0.0114001
0.164844, -0.000913683, 0.00694011, -0.0579215, 0.00162077, -0.0108246
0.165031, 0, 0.007, -0.057362, -3.16015e-05, -0.0109097
0.166671, -0.00181173, 0.00676148, -0.0520586, 0.0024193, -0.00925224
0.166297, -0.000456842, 0.00697006, -0.053517, 0.000818216, -0.0117959
0.164938, -0.000456842, 0.00697006, -0.0576791, 0.000892907, -0.0109462
0.16639, 0, 0.007, -0.0532742, 0.00012553, -0.0112067
0.167211, -0.000905867, 0.00688074, -0.0506379, 0.00102698, -0.00976822
0.165758, -0.00136271, 0.0068508, -0.0549371, 0.0019831, -0.00997414
0.165851, -0.000905867, 0.00688074, -0.0547967, 0.00134605, -0.0107427
0.120214, 0.00426133, 0.00555347, -0.154047, -0.00280316, -0.00236339
0.116285, 0.00694011, 0.000913683, -0.157086, -0.00206848, -0.0012589
0.121001, 0, 0.00501858, -0.153339, -0.000279954, -0.00192586
0.113394, 0.0025358, -0.00258882, -0.158223, -0.000598775, 0.000731187
0.118249, 0.00560072, 0.00323358, -0.155336, -0.00287357, -0.00183163
0.118643, 0.00347006, 0.00296613, -0.154666, -0.00155231, -0.0016505
0.120608, 0.00213067, 0.00528602, -0.153724, -0.00131964, -0.00199772
0.116804, 0.00339856, 0.00148233, -0.156244, -0.00154699, -0.000587408
0.114839, 0.00473796, -0.000837566, -0.157597, -0.00132212, -0.000138202
0.117197, 0.0012679, 0.00121488, -0.155762, -0.000496278, -0.000486094
0.0666636, -0.00646716, 0.00267878, -0.166369, -0.000236552, 2.54806e-05
0.0702852, -0.00507159, -5.30183e-05, -0.166358, 6.5096e-06, -6.27826e-05
0.0659071, -0.00676148, 0.00181173, -0.166284, -0.00031799, 9.77341e-05
0.0651706, -0.0035, 0.00606218, -0.166221, -0.000149307, 0.000151459
0.0684744, -0.00576938, 0.00131288, -0.166423, -6.94775e-05, -4.37088e-05
0.0680962, -0.00591654, 0.000879358, -0.166399, -6.24593e-05, -2.74387e-05
0.0662853, -0.00661432, 0.00224526, -0.166335, -0.000295863, 5.82269e-05
0.0659171, -0.00498358, 0.00437048, -0.166268, -0.000162777, 2.82321e-05
0.0677279, -0.0042858, 0.00300458, -0.166292, -8.34483e-05, 2.61431e-05
0.0655388, -0.00513074, 0.00393696, -0.166189, -0.000270044, 0.000109249
0.121235, -0.00676148, -0.00181173, -0.153375, 0.00126811, 0.000638431
0.123652, -0.00555347, -0.00426133, -0.151518, 0.0026051, 0.00174599
0.121228, -0.00646716, -0.00267878, -0.153494, 0.00282816, 0.00141824
0.120946, -0.00694011, 0.000913683, -0.153785, 0.00215152, -0.000337929
0.122444, -0.00615748, -0.00303653, -0.152427, 0.00246413, 0.00131704
0.12244, -0.00601031, -0.00347006, -0.152379, 0.00257938, 0.001457
0.121232, -0.00661432, -0.00224526, -0.153533, 0.00156644, 0.00102216
0.121091, -0.0068508, -0.000449025, -0.153586, 0.00246535, 0.000187656
0.122299, -0.00624679, -0.00167382, -0.152484, 0.00243226, 0.000748694
0.121087, -0.00670364, -0.00088255, -0.15346, 0.00222042, 0.000440481
0.0682048, 0.000913683, -0.00694011, -0.166097, 0.0003387, 4.13857e-05
0.0652136, 0, -0.00512461, -0.165906, 2.84831e-05, -0.000342279
0.0573822, 0.00181173, -0.00676148, -0.164992, -0.00160262, -0.00164919
0.060142, 0, -0.00512461, -0.165323, -0.000211023, -0.000294094
0.0667092, 0.000456842, -0.00603236, -0.16602, 0.000239125, -0.000231205
0.0612979, 0.000905867, -0.00594305, -0.165419, 8.49881e-05, -9.63843e-05
0.0627935, 0.00136271, -0.0068508, -0.165605, -0.000545456, -0.000285575
0.0641734, 0.000456842, -0.00603236, -0.165734, -0.000155625, -0.000311986
0.0626778, 0, -0.00512461, -0.165607, -0.000111775, -0.000338195
0.0587621, 0.000905867, -0.00594305, -0.165145, -0.00044945, -0.000567751
0.00631952, -0.000913683, -0.00694011, -0.0704868, -0.00225575, -0.0129889
0.00404613, -0.00181173, -0.00676148, -0.0598447, -0.00837277, -0.015332
0.0043545, 0, -0.00512461, -0.0606179, -0.000614507, -0.0110122
0.0021955, -0.000913683, -0.00694011, -0.0478265, 0.00104195, -0.0152733
0.00518283, -0.00136271, -0.0068508, -0.0686189, -0.00577577, -0.0145476
0.00420031, -0.000905867, -0.00594305, -0.0609037, -0.00674079, -0.0125724
0.00533701, -0.000456842, -0.00603236, -0.0667743, -0.00190776, -0.0123695
0.00425751, -0.000913683, -0.00694011, -0.0611458, -0.00220092, -0.0152332
0.00312082, -0.00136271, -0.0068508, -0.0515209, -0.00467282, -0.0136085
0.003275, -0.000456842, -0.00603236, -0.0542611, -0.000802712, -0.0150208
0.103251, 0, -0.007, -0.162231, 0.000258901, 0.00115499
0.0935683, -0.00426133, -0.00555347, -0.164413, 0.000362624, 0.000370705
0.102743, -0.00426133, -0.00555347, -0.162333, 0.000513315, 0.000687703
0.0961205, 0.000913683, -0.00694011, -0.163765, 6.25949e-07, 0.000741534
0.0984095, -0.00213067, -0.00627674, -0.163342, 0.000338881, 0.000929252
0.0981559, -0.00426133, -0.00555347, -0.163412, 0.000390421, 0.000570421
0.102997, -0.00213067, -0.00627674, -0.162241, 0.00024928, 0.000608369
0.0996855, 0.000456842, -0.00697006, -0.163018, 0.00013593, 0.000960373
0.0948444, -0.00167382, -0.00624679, -0.164108, 0.000151497, 0.00062051
0.099432, -0.00167382, -0.00624679, -0.163077, 0.000269358, 0.000737336
0.120214, 0.00426133, 0.00555347, -0.154047, -0.00280316, -0.00236339
0.116285, 0.00694011, 0.000913683, -0.157086, -0.00206848, -0.0012589
0.126272, 0.00694011, 0.000913683, -0.14852, -0.00314891, -8.55153e-05
0.118987, 0.007, 0, -0.155057, -0.00299514, -0.000705668
0.118249, 0.00560072, 0.00323358, -0.155336, -0.00287357, -0.00183163
0.121278, 0.00694011, 0.000913683, -0.152965, -0.0029985, -0.000851334
0.123243, 0.00560072, 0.00323358, -0.151139, -0.00249352, -0.00123595
0.119601, 0.00563066, 0.00277674, -0.154299, -0.00308621, -0.00167514
0.117636, 0.00697006, 0.000456842, -0.156098, -0.00258356, -0.00108369
0.122629, 0.00697006, 0.000456842, -0.151902, -0.0030901, -0.00032857
0.120214, 0.00426133, 0.00555347, -0.154047, -0.00280316, -0.00236339
0.123631, 0.0035, 0.00606218, -0.15107, -0.0021318, -0.00302494
0.121001, 0, 0.00501858, -0.153339, -0.000279954, -0.00192586
0.118987, 0.007, 0, -0.155057, -0.00299514, -0.000705668
0.121923, 0.00388067, 0.00580783, -0.152696, -0.00229729, -0.00223135
0.122316, 0.00175, 0.00554038, -0.152229, -0.00113956, -0.00240585
0.120608, 0.00213067, 0.00528602, -0.153724, -0.00131964, -0.00199772
0.119601, 0.00563066, 0.00277674, -0.154299, -0.00308621, -0.00167514
0.121309, 0.00525, 0.00303109, -0.152879, -0.00256943, -0.00170665
0.119994, 0.0035, 0.00250929, -0.153947, -0.00167216, -0.00121946
0.0659071, -0.00676148, 0.00181173, -0.166284, -0.00031799, 9.77341e-05
0.0702852, -0.00507159, -5.30183e-05, -0.166358, 6.5096e-06, -6.27826e-05
0.0747719, -0.00694011, 0.000913683, -0.166274, 3.58869e-05, -9.48791e-05
0.068181, -0.00694011, 0.000913683, -0.166455, -4.50884e-05, -6.02278e-05
0.0680962, -0.00591654, 0.000879358, -0.166399, -6.24593e-05, -2.74387e-05
0.0725286, -0.00600585, 0.000430333, -0.166327, -1.41701e-05, -0.000118382
0.0703395, -0.0068508, 0.00136271, -0.166409, -0.000110909, -0.000275124
0.067044, -0.0068508, 0.00136271, -0.166442, -5.03908e-05, -3.52101e-05
0.0692331, -0.00600585, 0.000430333, -0.166417, 1.81577e-06, -3.99225e-05
0.0714764, -0.00694011, 0.000913683, -0.166363, -6.17265e-05, -0.000109944
0.0315372, 0.00181173, 0.00676148, -0.14848, 0.00143883, 0.00559944
0.0318773, 0.000913683, 0.00694011, -0.149193, -0.000141586, 0.00482319
0.0246409, 0, 0.00501858, -0.133735, 0.00013409, 0.00687258
0.0297125, 0, 0.00501858, -0.144208, -8.46219e-05, 0.00452806
0.0317073, 0.00136271, 0.0068508, -0.148887, 0.00038944, 0.00488632
0.0282591, 0.000456842, 0.00597934, -0.142107, -9.95375e-05, 0.00742517
0.0280891, 0.000905867, 0.00589003, -0.141843, 0.000534378, 0.007556
0.0306249, 0.000905867, 0.00589003, -0.146626, 0.000196615, 0.00450475
0.0307949, 0.000456842, 0.00597934, -0.147079, -0.000249244, 0.00477171
0.0271767, 0, 0.00501858, -0.138952, 3.21259e-06, 0.00591726
0.110901, -0.00646716, 0.00267878, -0.159383, 0.00158594, -0.000403426
0.115962, -0.00521381, 0.000446368, -0.15658, 0.00144069, 2.52971e-05
0.122288, -0.00676148, 0.00181173, -0.152842, 0.00252525, -0.000834274
0.108673, -0.00676148, 0.00181173, -0.160522, 0.00148339, -0.000312726
0.113431, -0.00584048, 0.00156258, -0.157974, 0.00152681, -0.000230879
0.119125, -0.00598765, 0.00112905, -0.154838, 0.00171197, -0.000311428
0.116595, -0.00661432, 0.00224526, -0.156285, 0.0016746, -0.000520977
0.109787, -0.00661432, 0.00224526, -0.160005, 0.00159871, -0.000434524
0.112318, -0.00598765, 0.00112905, -0.158596, 0.00149427, -0.000162222
0.115481, -0.00676148, 0.00181173, -0.15689, 0.00167071, -0.000355954
-0.03, -0.00676148, -0.00181173, -0.00504688, -0.00116449, -0.000380186
-0.03, -2.42861e-20, -2.35637e-05, -0.00560947, 1.70078e-05, 0.000185665
-0.03, -0.00694011, -0.000913683, -0.00508405, -0.0011438, -0.00030414
-0.0260751, -0.00507159, -5.30183e-05, -0.00724142, -0.00116719, -0.000133955
-0.03, -0.00338074, -0.000917648, -0.00537986, -0.000642648, -8.08122e-05
-0.03, -0.00347006, -0.000468624, -0.00541034, -0.000635519, 1.06268e-06
-0.03, -0.0068508, -0.00136271, -0.00507134, -0.00115625, -0.000319219
-0.0280375, -0.00591654, -0.000932376, -0.0061522, -0.00113466, -0.00030807
-0.0280375, -0.0025358, -3.8291e-05, -0.0063697, -0.000568106, -0.0001009
-0.0280375, -0.00600585, -0.000483351, -0.0061663, -0.00113105, -0.000244452
0.0827049, 0.00181173, -0.00676148, -0.166145, 2.70273e-05, 0.00170512
0.0777519, 0.000913683, -0.00694011, -0.166536, 0.000437185, 0.00017777
0.0804284, 0, -0.00512461, -0.166273, -2.25961e-05, 0.00017318
0.0753568, 0, -0.00512461, -0.166371, 0.000177694, -0.000131973
0.0802284, 0.00136271, -0.0068508, -0.166617, 0.000101985, 0.00012926
0.0790901, 0.000456842, -0.00603236, -0.166435, 0.000228662, 0.000198323
0.0815667, 0.000905867, -0.00594305, -0.166284, -0.000160889, 0.000605051
0.0790309, 0.000905867, -0.00594305, -0.166462, -0.000244698, -2.70238e-05
0.0765543, 0.000456842, -0.00603236, -0.16646, 0.000425204, 7.82646e-05
0.0778926, 0, -0.00512461, -0.166368, 0.00010835, 1.85747e-05
0.0830384, 0.000913683, -0.00694011, -0.166043, -0.000670766, 0.000415711
0.0905716, 0, -0.00512461, -0.164819, -0.000132208, 0.000497911
0.0827049, 0.00181173, -0.00676148, -0.166145, 2.70273e-05, 0.00170512
0.0804284, 0, -0.00512461, -0.166273, -2.25961e-05, 0.00017318
0.086805, 0.000456842, -0.00603236, -0.16541, -0.000424966, 0.000472751
0.0866382, 0.000905867, -0.00594305, -0.165448, -0.000317661, 0.000885965
0.0828716, 0.00136271, -0.0068508, -0.166117, -0.000887305, 0.000459257
0.0817334, 0.000456842, -0.00603236, -0.166199, -0.00022559, 0.0002907
0.0855, 0, -0.00512461, -0.165562, -9.10489e-05, 0.000339811
0.0815667, 0.000905867, -0.00594305, -0.166284, -0.000160889, 0.000605051
