X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
0.0357855, -0.00626467, -0.00308939, -0.154204, -0.00484109, -0.0020474
0.0376566, -0.00563107, -0.00147524, -0.155509, -0.00299803, -0.00098671
0.0393049, -0.00542858, -0.00188585, -0.156654, -0.00218866, -0.00118317
0.0367731, -0.00542858, -0.00188585, -0.154465, -0.00361363, -0.00127918
0.0399656, -0.00606218, -0.0035, -0.157658, -0.00160163, -0.00177106
0.037242, -0.00555347, -0.00426133, -0.155116, -0.00345499, -0.00233378
0.034902, -0.00606218, -0.0035, -0.152862, -0.00598759, -0.00202975
0.0386442, -0.00479499, -0.000271706, -0.155934, -0.00233612, -0.000228561
0.0386038, -0.00580783, -0.00388067, -0.156343, -0.00286202, -0.00202694
0.036072, -0.00580783, -0.00388067, -0.154119, -0.0043126, -0.00207335
0.0374338, -0.00606218, -0.0035, -0.155454, -0.0034146, -0.00185868
0.0393049, -0.00542858, -0.00188585, -0.156654, -0.00218866, -0.00118317
0.0379431, -0.00517423, -0.00226652, -0.155518, -0.00289805, -0.00131068
0.0367731, -0.00542858, -0.00188585, -0.154465, -0.00361363, -0.00127918
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0320245, -0.00606218, 0.0035, -0.148422, -0.00507134, 0.00295687
0.0297125, 0, 0.00501858, -0.144208, -8.46219e-05, 0.00452806
0.0348955, -0.00606218, 0.0035, -0.153533, -0.00478156, 0.00327371
0.0344216, -0.00580783, 0.00388067, -0.152282, -0.0050856, 0.00462311
0.0308685, -0.00303109, 0.00425929, -0.14621, -0.00219441, 0.00347345
0.0332656, -0.00277674, 0.00463995, -0.150192, -0.0019445, 0.00349993
0.0358572, -0.00580783, 0.00388067, -0.15451, -0.00394335, 0.00291647
0.03346, -0.00606218, 0.0035, -0.15054, -0.00481785, 0.00279634
0.032304, -0.00303109, 0.00425929, -0.14857, -0.00190282, 0.00244176
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0318965, -0.00494975, 0.00494975, -0.148379, -0.00399303, 0.00390857
0.0297125, 0, 0.00501858, -0.144208, -8.46219e-05, 0.00452806
0.0265453, -0.00555347, 0.00426133, -0.139515, -0.00623, 0.00490464
0.0343576, -0.00525161, 0.00460554, -0.152108, -0.00390721, 0.00250669
0.0308045, -0.00247487, 0.00498416, -0.146383, -0.00180231, 0.00432829
0.0332656, -0.00277674, 0.00463995, -0.150192, -0.0019445, 0.00349993
0.031682, -0.00555347, 0.00426133, -0.14778, -0.00470927, 0.00360273
0.0292209, -0.00525161, 0.00460554, -0.144004, -0.00469799, 0.00479512
0.0281289, -0.00277674, 0.00463995, -0.141445, -0.00263682, 0.00472284
0.036669, -0.00646716, -0.00267878, -0.155173, -0.00359438, -0.00186853
0.0450428, -0.00606218, -0.0035, -0.160903, -0.00163893, -0.000992285
0.0399656, -0.00606218, -0.0035, -0.157658, -0.00160163, -0.00177106
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0408559, -0.00626467, -0.00308939, -0.158222, -0.00113781, -0.00132199
0.0425042, -0.00606218, -0.0035, -0.159405, -0.00103173, -0.00135692
0.0383173, -0.00626467, -0.00308939, -0.156466, -0.00190707, -0.00197405
0.0407981, -0.00576938, -0.0013659, -0.157904, -0.00199169, -0.00066148
0.044985, -0.00556689, -0.00177651, -0.1608, -0.00109747, -0.000502287
0.0424464, -0.00556689, -0.00177651, -0.15921, -0.000611736, -0.000876124
0.0450428, -0.00606218, -0.0035, -0.160903, -0.00163893, -0.000992285
0.0421042, -0.00555347, -0.00426133, -0.159347, -0.000534261, -0.0015782
0.0399656, -0.00606218, -0.0035, -0.157658, -0.00160163, -0.00177106
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0435735, -0.00580783, -0.00388067, -0.160134, -0.00117775, -0.00128586
0.0410349, -0.00580783, -0.00388067, -0.158508, -0.00120891, -0.00159924
0.0425042, -0.00606218, -0.0035, -0.159405, -0.00103173, -0.00135692
0.044985, -0.00556689, -0.00177651, -0.1608, -0.00109747, -0.000502287
0.0435157, -0.00531253, -0.00215717, -0.160028, -0.000461024, -0.000759847
0.0424464, -0.00556689, -0.00177651, -0.15921, -0.000611736, -0.000876124
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0318965, -0.00494975, 0.00494975, -0.148379, -0.00399303, 0.00390857
0.0348285, -0.000685377, 0.00507638, -0.152175, -0.000478338, 0.00292679
0.0297125, 0, 0.00501858, -0.144208, -8.46219e-05, 0.00452806
0.0343576, -0.00525161, 0.00460554, -0.152108, -0.00390721, 0.00250669
0.0333625, -0.00281756, 0.00501306, -0.150245, -0.00197139, 0.00352054
0.0358236, -0.00311943, 0.00466886, -0.153662, -0.00172565, 0.0026695
0.0332656, -0.00277674, 0.00463995, -0.150192, -0.0019445, 0.00349993
0.0308045, -0.00247487, 0.00498416, -0.146383, -0.00180231, 0.00432829
0.0322705, -0.000342688, 0.00504748, -0.148551, -0.000333242, 0.00354457
0.0506598, -0.00646716, -0.00267878, -0.16335, -0.00100097, -0.000431263
0.0501486, -0.00606218, -0.0035, -0.163239, -0.00133325, -0.000750454
0.0450428, -0.00606218, -0.0035, -0.160903, -0.00163893, -0.000992285
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.0504042, -0.00626467, -0.00308939, -0.163276, -0.00105116, -0.000554844
0.0475957, -0.00606218, -0.0035, -0.162172, -0.00181828, -0.000957297
0.0478513, -0.00626467, -0.00308939, -0.162336, -0.0023357, -0.000752781
0.0477935, -0.00576938, -0.0013659, -0.162283, -0.00139467, -0.00040904
0.0475379, -0.00556689, -0.00177651, -0.162198, -0.00144393, -0.000488858
0.044985, -0.00556689, -0.00177651, -0.1608, -0.00109747, -0.000502287
0.0194475, 0, 0.007, -0.119496, -0.000349408, 0.0116238
0.0195109, -0.00181173, 0.00676148, -0.119816, -0.00282711, 0.0107457
0.0180873, -0.000913683, 0.00694011, -0.115209, -0.00181445, 0.0116356
0.0181609, -0.0035, 0.00606218, -0.115537, -0.00584747, 0.0103683
0.0194792, -0.000905867, 0.00688074, -0.11946, -0.00148894, 0.0116568
0.0187991, -0.00136271, 0.0068508, -0.117508, -0.00226784, 0.0107899
0.0187674, -0.000456842, 0.00697006, -0.117263, -0.000730267, 0.0108365
0.0188042, -0.00175, 0.00653109, -0.117359, -0.00303988, 0.0108699
0.0188359, -0.00265587, 0.00641183, -0.117799, -0.0044356, 0.0106121
0.0181241, -0.00220684, 0.00650115, -0.115389, -0.00403949, 0.011429
0.0368086, -0.00494975, 0.00494975, -0.155445, -0.00290663, 0.00229908
0.0318965, -0.00494975, 0.00494975, -0.148379, -0.00399303, 0.00390857
0.0348285, -0.000685377, 0.00507638, -0.152175, -0.000478338, 0.00292679
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0343525, -0.00494975, 0.00494975, -0.152089, -0.00335783, 0.00233539
0.0333625, -0.00281756, 0.00501306, -0.150245, -0.00197139, 0.00352054
0.0358186, -0.00281756, 0.00501306, -0.153753, -0.00145326, 0.00275083
0.0368137, -0.00525161, 0.00460554, -0.15556, -0.00337315, 0.00212074
0.0343576, -0.00525161, 0.00460554, -0.152108, -0.00390721, 0.00250669
0.0358236, -0.00311943, 0.00466886, -0.153662, -0.00172565, 0.0026695
0.0368086, -0.00494975, 0.00494975, -0.155445, -0.00290663, 0.00229908
0.0419628, -0.00494975, 0.00494975, -0.158669, -0.00161305, 0.00213213
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0386442, -0.00479499, -0.000271706, -0.155934, -0.00233612, -0.000228561
0.0393857, -0.00494975, 0.00494975, -0.156767, -0.00269676, 0.00214735
0.0393908, -0.00525161, 0.00460554, -0.156885, -0.0023335, 0.00207707
0.0368137, -0.00525161, 0.00460554, -0.15556, -0.00337315, 0.00212074
0.0377264, -0.00487237, 0.00233902, -0.155351, -0.0022065, 0.00114323
0.0403035, -0.00487237, 0.00233902, -0.15727, -0.00165343, 0.000981745
0.0377315, -0.00517423, 0.00199481, -0.155607, -0.00245055, 0.00100542
0.0501486, -0.00606218, -0.0035, -0.163239, -0.00133325, -0.000750454
0.0550704, -0.00181173, -0.00676148, -0.16465, -0.000310441, -0.000693313
0.0593474, -0.00555347, -0.00426133, -0.165565, -0.000899912, -0.000249848
0.0502243, -0.00555347, -0.00426133, -0.163229, -0.00120587, -0.000846588
0.0526095, -0.00393696, -0.00513074, -0.163854, -0.00078786, -0.000677563
0.0572089, -0.0036826, -0.00551141, -0.165063, -0.000399702, -0.000129578
0.054748, -0.00580783, -0.00388067, -0.164407, -0.000644461, -0.000359823
0.0501864, -0.00580783, -0.00388067, -0.16322, -0.00123788, -0.000810818
0.0526474, -0.0036826, -0.00551141, -0.163868, -0.000776412, -0.000719717
0.0547859, -0.00555347, -0.00426133, -0.164421, -0.000755542, -0.000334007
0.0368086, -0.00494975, 0.00494975, -0.155445, -0.00290663, 0.00229908
0.0386442, -0.00479499, -0.000271706, -0.155934, -0.00233612, -0.000228561
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0348285, -0.000685377, 0.00507638, -0.152175, -0.000478338, 0.00292679
0.0377264, -0.00487237, 0.00233902, -0.155351, -0.0022065, 0.00114323
0.0377315, -0.00517423, 0.00199481, -0.155607, -0.00245055, 0.00100542
0.0368137, -0.00525161, 0.00460554, -0.15556, -0.00337315, 0.00212074
0.0358186, -0.00281756, 0.00501306, -0.153753, -0.00145326, 0.00275083
0.0367364, -0.00274018, 0.00240234, -0.15419, -0.00125354, 0.00128641
0.0358236, -0.00311943, 0.00466886, -0.153662, -0.00172565, 0.0026695
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0593474, -0.00555347, -0.00426133, -0.165565, -0.000899912, -0.000249848
0.0647952, -0.00606218, -0.0035, -0.166257, 3.09054e-05, -0.000281776
0.0501486, -0.00606218, -0.0035, -0.163239, -0.00133325, -0.000750454
0.0597447, -0.00531253, -0.00215717, -0.165567, -0.0010659, -6.79635e-05
0.0620713, -0.00580783, -0.00388067, -0.165924, -0.000938285, -0.000235592
0.0624686, -0.00556689, -0.00177651, -0.165982, -0.000675117, -0.000119094
0.0551453, -0.00556689, -0.00177651, -0.164487, -0.000427943, -0.000158954
0.054748, -0.00580783, -0.00388067, -0.164407, -0.000644461, -0.000359823
0.0574719, -0.00606218, -0.0035, -0.164955, -0.000356402, -0.00033334
0.0657947, -0.00646716, -0.00267878, -0.166238, 6.40769e-05, -0.000106981
0.0647952, -0.00606218, -0.0035, -0.166257, 3.09054e-05, -0.000281776
0.0506598, -0.00646716, -0.00267878, -0.16335, -0.00100097, -0.000431263
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0652949, -0.00626467, -0.00308939, -0.166234, -5.72587e-05, -0.000133249
0.0577275, -0.00626467, -0.00308939, -0.165013, -0.000507988, -0.000253885
0.0582272, -0.00646716, -0.00267878, -0.165099, -0.000536035, -0.000208395
0.0629683, -0.00576938, -0.0013659, -0.166046, -0.000618959, -9.19329e-05
0.0624686, -0.00556689, -0.00177651, -0.165982, -0.000675117, -0.000119094
0.0554009, -0.00576938, -0.0013659, -0.164568, -0.000594837, 1.22923e-05
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0419628, -0.00494975, 0.00494975, -0.158669, -0.00161305, 0.00213213
0.0423782, -0.007, 0, -0.159297, -0.00185353, -0.000320274
0.0367255, -0.00694011, -0.000913683, -0.154708, -0.00366475, -0.00135583
0.0393908, -0.00525161, 0.00460554, -0.156885, -0.0023335, 0.00207707
0.0421705, -0.00597487, 0.00247487, -0.158882, -0.00156255, 0.000918402
0.0395985, -0.00627674, 0.00213067, -0.157295, -0.00206947, 0.000672213
0.0367721, -0.00624679, 0.00167382, -0.154884, -0.00282583, 0.000684057
0.0393442, -0.00594493, 0.00201803, -0.15669, -0.00236973, 0.000600848
0.0395519, -0.00697006, -0.000456842, -0.157241, -0.00340318, -0.000586998
0.0647952, -0.00606218, -0.0035, -0.166257, 3.09054e-05, -0.000281776
0.0593474, -0.00555347, -0.00426133, -0.165565, -0.000899912, -0.000249848
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0677761, -0.00555347, -0.00426133, -0.166344, -2.18962e-06, -0.000123497
0.0620713, -0.00580783, -0.00388067, -0.165924, -0.000938285, -0.000235592
0.0597447, -0.00531253, -0.00215717, -0.165567, -0.0010659, -6.79635e-05
0.0624686, -0.00556689, -0.00177651, -0.165982, -0.000675117, -0.000119094
0.0662856, -0.00580783, -0.00388067, -0.166307, 0.000200388, -0.000249038
0.0635617, -0.00555347, -0.00426133, -0.16599, -0.000501037, -0.000270268
0.063959, -0.00531253, -0.00215717, -0.166002, -0.000289454, -9.89014e-05
0.0684103, -0.00606218, -0.0035, -0.166333, -0.00010604, -8.4384e-05
0.0677761, -0.00555347, -0.00426133, -0.166344, -2.18962e-06, -0.000123497
0.0702852, -0.00507159, -5.30183e-05, -0.166358, 6.5096e-06, -6.27826e-05
0.0726939, -0.00555347, -0.00426133, -0.166403, 0.000201183, -1.46142e-05
0.0680932, -0.00580783, -0.00388067, -0.166309, -0.000119607, -9.62319e-05
0.0690306, -0.00531253, -0.00215717, -0.166354, -3.49852e-05, -4.87488e-05
0.0693477, -0.00556689, -0.00177651, -0.166341, -7.3875e-05, -5.46683e-05
0.0705521, -0.00580783, -0.00388067, -0.166393, 3.40103e-05, -6.20897e-05
0.070235, -0.00555347, -0.00426133, -0.166371, 3.47902e-05, -7.61401e-05
0.0714895, -0.00531253, -0.00215717, -0.166373, 4.08151e-05, -4.80498e-05
0.0740823, -0.00606218, -0.0035, -0.166328, 0.000401697, 4.93038e-05
0.0726939, -0.00555347, -0.00426133, -0.166403, 0.000201183, -1.46142e-05
0.0753568, -0.00507159, -5.30183e-05, -0.166226, 8.92624e-05, -1.25035e-05
0.0777307, -0.00555347, -0.00426133, -0.166203, 0.000198268, 6.57274e-05
0.0733881, -0.00580783, -0.00388067, -0.16637, 0.000357534, 8.44931e-07
0.0740253, -0.00531253, -0.00215717, -0.166301, 0.000119331, -1.75621e-05
0.0747196, -0.00556689, -0.00177651, -0.166266, 0.000149723, 1.93525e-05
0.0759065, -0.00580783, -0.00388067, -0.166244, 0.000399797, 4.77413e-05
0.0752123, -0.00555347, -0.00426133, -0.166281, 0.000269928, 2.38036e-05
0.0765438, -0.00531253, -0.00215717, -0.166212, 0.000138884, 6.50152e-06
-0.0218179, -0.00426133, 0.00555347, -0.00927295, -0.00142249, 0.00107816
-0.0177323, -0.00494975, 0.00494975, -0.012351, -0.00267875, 0.00224719
-0.0215811, -0.00494975, 0.00494975, -0.00948533, -0.00162742, 0.00135306
-0.0210035, 0, 0.00501858, -0.00981178, 0.000360979, 0.00119846
-0.0197751, -0.00460554, 0.00525161, -0.0105506, -0.0018148, 0.00178971
-0.0196567, -0.00494975, 0.00494975, -0.0106869, -0.00195506, 0.00147951
-0.0216995, -0.00460554, 0.00525161, -0.00937943, -0.0015471, 0.001075
-0.0214107, -0.00213067, 0.00528602, -0.00960824, -0.00056742, 0.00118456
-0.0193679, -0.00247487, 0.00498416, -0.0112682, -0.000991656, 0.00157532
-0.0212923, -0.00247487, 0.00498416, -0.00979698, -0.000707118, 0.00126777
0.079635, -0.00606218, -0.0035, -0.166132, 0.00024415, 8.47648e-05
0.0777307, -0.00555347, -0.00426133, -0.166203, 0.000198268, 6.57274e-05
0.0855, -0.00507159, -5.30183e-05, -0.165677, 0.000210015, 1.84616e-05
0.0828959, -0.00606218, -0.0035, -0.165954, 0.000296925, 0.000181507
0.0786828, -0.00580783, -0.00388067, -0.166175, 0.000194289, 7.89754e-05
0.0816154, -0.00531253, -0.00215717, -0.165982, 0.000217823, 8.65469e-05
0.0825675, -0.00556689, -0.00177651, -0.165926, 0.000249899, 8.72479e-05
0.0812654, -0.00606218, -0.0035, -0.166045, 0.000324331, 0.000124942
0.0803133, -0.00580783, -0.00388067, -0.166093, 0.0002533, 0.000119085
0.084198, -0.00556689, -0.00177651, -0.165809, 0.000169298, 0.00013501
0.0861829, -0.00606218, -0.0035, -0.165606, 0.000280757, 0.000226056
0.0877692, -0.00555347, -0.00426133, -0.165388, 0.000353188, 0.000290631
0.0828959, -0.00606218, -0.0035, -0.165954, 0.000296925, 0.000181507
0.0855, -0.00507159, -5.30183e-05, -0.165677, 0.000210015, 1.84616e-05
0.086976, -0.00580783, -0.00388067, -0.165508, 0.000318175, 0.000252098
0.0853326, -0.00580783, -0.00388067, -0.165676, 0.000229783, 0.00024918
0.0845394, -0.00606218, -0.0035, -0.16577, 0.000183685, 0.000226493
0.0858414, -0.00556689, -0.00177651, -0.165614, 0.00027705, 0.00010546
0.0866346, -0.00531253, -0.00215717, -0.165521, 0.000279667, 0.000137225
0.084198, -0.00556689, -0.00177651, -0.165809, 0.000169298, 0.00013501
0.0891311, -0.00606218, -0.0035, -0.165206, 0.000464061, 0.000246542
0.0877692, -0.00555347, -0.00426133, -0.165388, 0.000353188, 0.000290631
0.0905716, -0.00507159, -5.30183e-05, -0.16492, 0.000443043, -2.62628e-05
0.0929405, -0.00555347, -0.00426133, -0.164524, 0.000638278, 0.000308143
0.0884502, -0.00580783, -0.00388067, -0.165298, 0.000400269, 0.000267788
0.0891704, -0.00531253, -0.00215717, -0.165152, 0.000376183, 0.000137484
0.0898514, -0.00556689, -0.00177651, -0.165055, 0.000447541, 0.000109001
0.0910358, -0.00580783, -0.00388067, -0.164873, 0.000584615, 0.000268108
0.0903549, -0.00555347, -0.00426133, -0.164967, 0.000513647, 0.000289866
0.0917561, -0.00531253, -0.00215717, -0.164724, 0.000518033, 0.000134928
0.0169897, 0, 0.007, -0.111486, -0.000406147, 0.012516
0.0171805, -0.00426133, 0.00555347, -0.112366, -0.00726254, 0.0099041
0.0181609, -0.0035, 0.00606218, -0.115537, -0.00584747, 0.0103683
0.0153559, -0.0035, 0.00606218, -0.105399, -0.00658599, 0.0113367
0.0170851, -0.00213067, 0.00627674, -0.111818, -0.00390692, 0.0110586
0.0176707, -0.00388067, 0.00580783, -0.113945, -0.00650285, 0.010114
0.0175753, -0.00175, 0.00653109, -0.113453, -0.00321175, 0.0112666
0.0161728, -0.00175, 0.00653109, -0.108503, -0.00342146, 0.0119015
0.0162682, -0.00388067, 0.00580783, -0.10893, -0.00710532, 0.0106629
0.0167584, -0.0035, 0.00606218, -0.110619, -0.00602065, 0.0102176
0.0945902, -0.00606218, -0.0035, -0.164119, 0.000893617, 0.000260152
0.0929405, -0.00555347, -0.00426133, -0.164524, 0.000638278, 0.000308143
0.0956432, -0.00507159, -5.30183e-05, -0.163864, 0.000605197, -4.71948e-05
0.098166, -0.00555347, -0.00426133, -0.163351, 0.000608892, 0.000401846
0.0937654, -0.00580783, -0.00388067, -0.164333, 0.000771598, 0.000276878
0.0942919, -0.00531253, -0.00215717, -0.164199, 0.000599138, 0.00014993
0.0951167, -0.00556689, -0.00177651, -0.163971, 0.000676952, 0.000119082
0.0963781, -0.00580783, -0.00388067, -0.163727, 0.000726362, 0.000323281
0.0955533, -0.00555347, -0.00426133, -0.163929, 0.000614569, 0.000360798
0.0969046, -0.00531253, -0.00215717, -0.163592, 0.000654915, 0.000172372
0.094026, -0.00646716, -0.00267878, -0.164325, 0.000797171, 0.000204953
0.098166, -0.00555347, -0.00426133, -0.163351, 0.000608892, 0.000401846
0.0945902, -0.00606218, -0.0035, -0.164119, 0.000893617, 0.000260152
0.0956432, -0.00507159, -5.30183e-05, -0.163864, 0.000605197, -4.71948e-05
0.096096, -0.00601031, -0.00347006, -0.163788, 0.000525495, 0.000185364
0.0963781, -0.00580783, -0.00388067, -0.163727, 0.000726362, 0.000323281
0.0943081, -0.00626467, -0.00308939, -0.164229, 0.000752644, 0.000256718
0.0948346, -0.00576938, -0.0013659, -0.164087, 0.000709049, 8.65741e-05
0.0969046, -0.00531253, -0.00215717, -0.163592, 0.000654915, 0.000172372
0.0951167, -0.00556689, -0.00177651, -0.163971, 0.000676952, 0.000119082
0.0879357, -0.00646716, 0.00267878, -0.165472, 0.000557743, 6.89885e-05
0.0872371, -0.00676148, 0.00181173, -0.165605, 0.000469743, -0.000129841
0.0926632, -0.00107459, 0.00309817, -0.164449, 0.000113492, -0.000296716
0.0905716, -0.00507159, -5.30183e-05, -0.16492, 0.000443043, -2.62628e-05
0.0875864, -0.00661432, 0.00224526, -0.165551, 0.00049632, -0.000135348
0.0899502, -0.00391803, 0.00245495, -0.165003, 0.00032941, -0.000213818
0.0902994, -0.00377087, 0.00288847, -0.164959, 0.000328546, -6.12883e-05
0.0892536, -0.00576938, 0.00131288, -0.165143, 0.000477249, -0.000137851
0.0889044, -0.00591654, 0.000879358, -0.165213, 0.000474689, -0.000116268
0.0916174, -0.00307309, 0.00152257, -0.164698, 0.000274436, -0.000144258
0.107418, -0.00606218, -0.0035, -0.160954, 0.00111078, 0.000657952
0.103288, -0.00555347, -0.00426133, -0.162186, 0.000763106, 0.000573487
0.106967, -0.00387844, -0.00189979, -0.160929, 0.00076236, 0.00038044
0.108322, -0.00555347, -0.00426133, -0.160678, 0.00110312, 0.000854522
0.105353, -0.00580783, -0.00388067, -0.161578, 0.000942567, 0.000665604
0.105128, -0.00471596, -0.00308056, -0.16154, 0.000792035, 0.000510298
0.107192, -0.00497031, -0.0026999, -0.160921, 0.000963831, 0.000521033
0.10787, -0.00580783, -0.00388067, -0.1608, 0.00111905, 0.000767122
0.105805, -0.00555347, -0.00426133, -0.161436, 0.00101537, 0.000705046
0.107645, -0.00471596, -0.00308056, -0.160789, 0.000915778, 0.000629945
0.144048, 0.00646716, 0.00267878, -0.122139, -0.0162146, -0.00825427
0.157344, 0.00606218, 0.0035, -0.0829429, -0.0165594, -0.00755459
0.137525, 0.00606218, 0.0035, -0.13715, 0.00509544, 0.00353208
0.147678, 0.00694011, 0.000913683, -0.112516, -0.00873221, -0.0032334
0.150696, 0.00626467, 0.00308939, -0.102996, -0.014782, -0.00608108
0.147434, 0.00606218, 0.0035, -0.111998, -0.0098216, -0.00667495
0.140786, 0.00626467, 0.00308939, -0.131076, -0.00158362, -0.00537179
0.145863, 0.00670364, 0.00179623, -0.117219, -0.0114372, -0.00498833
0.152511, 0.00650115, 0.00220684, -0.0978959, -0.00302124, -0.00105525
0.142601, 0.00650115, 0.00220684, -0.125496, -0.00708406, -0.00271611
0.0927018, -0.00646716, 0.00267878, -0.164624, 0.000715676, -0.000240684
0.0879357, -0.00646716, 0.00267878, -0.165472, 0.000557743, 6.89885e-05
0.0922873, -0.00606218, 0.0035, -0.164722, 0.000606458, -0.000254352
0.0905716, -0.00507159, -5.30183e-05, -0.16492, 0.000443043, -2.62628e-05
0.0903187, -0.00646716, 0.00267878, -0.165, 0.000635106, -0.000191504
0.0901115, -0.00626467, 0.00308939, -0.165055, 0.000567374, -2.51331e-05
0.0924945, -0.00626467, 0.00308939, -0.164679, 0.000692566, -0.000216711
0.0916367, -0.00576938, 0.00131288, -0.164766, 0.000554473, -0.000141891
0.0892536, -0.00576938, 0.00131288, -0.165143, 0.000477249, -0.000137851
0.0914294, -0.00556689, 0.00172349, -0.164816, 0.000515309, -0.000140474
0.127704, -0.00606218, -0.0035, -0.14831, 0.00340655, 0.00189274
0.123652, -0.00555347, -0.00426133, -0.151518, 0.0026051, 0.00174599
0.126073, -0.00507159, -5.30183e-05, -0.149296, 0.00250295, -0.000141121
0.128676, -0.00555347, -0.00426133, -0.147352, 0.00302419, 0.00264234
0.125678, -0.00580783, -0.00388067, -0.149979, 0.00276981, 0.00179773
0.124863, -0.00531253, -0.00215717, -0.150347, 0.00237824, 0.000772311
0.126888, -0.00556689, -0.00177651, -0.14872, 0.00287911, 0.000796827
0.12819, -0.00580783, -0.00388067, -0.147826, 0.00335977, 0.00218356
0.126164, -0.00555347, -0.00426133, -0.149561, 0.00284706, 0.0020105
0.127374, -0.00531253, -0.00215717, -0.148184, 0.00280914, 0.00112282
0.157344, 0.00606218, 0.0035, -0.0829429, -0.0165594, -0.00755459
0.148392, 0.00555347, 0.00426133, -0.110184, 0.00487239, -0.00174447
0.137525, 0.00606218, 0.0035, -0.13715, 0.00509544, 0.00353208
0.147678, 0.00694011, 0.000913683, -0.112516, -0.00873221, -0.0032334
0.152868, 0.00580783, 0.00388067, -0.0968842, 0.00278159, -0.00190679
0.142958, 0.00580783, 0.00388067, -0.124763, -0.016108, -0.0100556
0.147434, 0.00606218, 0.0035, -0.111998, -0.0098216, -0.00667495
0.152511, 0.00650115, 0.00220684, -0.0978959, -0.00302124, -0.00105525
0.148035, 0.00624679, 0.00258751, -0.111027, -0.00584318, -0.0032053
0.142601, 0.00650115, 0.00220684, -0.125496, -0.00708406, -0.00271611
0.134568, -0.00606218, -0.0035, -0.13956, 0.00421772, 0.00277296
0.133874, -0.00555347, -0.00426133, -0.140339, 0.00389823, 0.00334922
0.137341, -0.00299684, -0.00240164, -0.134588, 0.00249724, 0.00195485
0.138752, -0.00555347, -0.00426133, -0.132903, 0.00507186, 0.0034021
0.134221, -0.00580783, -0.00388067, -0.139987, 0.0040963, 0.00315212
0.135608, -0.00427516, -0.00333148, -0.13756, 0.00336503, 0.0026321
0.135954, -0.00452951, -0.00295082, -0.137059, 0.00355382, 0.00235059
0.13666, -0.00580783, -0.00388067, -0.136171, 0.00503274, 0.00315895
0.136313, -0.00555347, -0.00426133, -0.136617, 0.00465501, 0.00333513
0.138046, -0.00427516, -0.00333148, -0.133788, 0.00369268, 0.00257063
0.144722, -0.00606218, -0.0035, -0.120624, 0.00735099, 0.00396464
0.144018, -0.00555347, -0.00426133, -0.12212, 0.00658816, 0.00454742
0.145663, -0.00331796, -0.000992795, -0.1174, 0.00412546, 0.00100253
0.148895, -0.00555347, -0.00426133, -0.110072, 0.00744252, 0.00604158
0.14437, -0.00580783, -0.00388067, -0.121387, 0.00694557, 0.00435299
0.14484, -0.00443572, -0.00262706, -0.119603, 0.00563923, 0.00290801
0.145193, -0.00469007, -0.0022464, -0.118927, 0.0059864, 0.00260214
0.146809, -0.00580783, -0.00388067, -0.115428, 0.00761474, 0.00475903
0.146456, -0.00555347, -0.00426133, -0.116282, 0.00725373, 0.00511828
0.147279, -0.00443572, -0.00262706, -0.113752, 0.00598532, 0.00350179
-0.0230757, -0.00646716, 0.00267878, -0.00857318, -0.00207345, 0.000698126
-0.03, -0.00646716, 0.00267878, -0.00509464, -0.00103148, 0.000620146
-0.0225127, -0.00606218, 0.0035, -0.0089676, -0.00191134, 0.000825709
-0.0260751, -0.00507159, -5.30183e-05, -0.00724142, -0.00116719, -0.000133955
-0.0265379, -0.00646716, 0.00267878, -0.00679717, -0.00164386, 0.000572157
-0.0262564, -0.00626467, 0.00308939, -0.00697295, -0.00141083, 0.000716098
-0.0227942, -0.00626467, 0.00308939, -0.00874714, -0.00204715, 0.000764068
-0.0245754, -0.00576938, 0.00131288, -0.00793353, -0.00157868, 0.000390325
-0.0280375, -0.00576938, 0.00131288, -0.00614344, -0.00112328, 0.000314578
-0.0242939, -0.00556689, 0.00172349, -0.0080951, -0.00154616, 0.000465452
0.0451261, -0.00555347, 0.00426133, -0.16069, -0.00166756, 0.00158981
0.0348955, -0.00606218, 0.0035, -0.153533, -0.00478156, 0.00327371
0.0368188, -0.00555347, 0.00426133, -0.155435, -0.00328943, 0.00226745
0.0404691, -0.00694011, 0.000913683, -0.158052, -0.00261953, -0.000335739
