X,Y,Z,Bx,By,Bz
0.00116698,-0.00675207,-0.00592141,0.0599116,0.0136081,0.0122076
0.0028621,-0.00571778,-0.00574429,0.0673958,0.0123014,0.0131402
0.00351702,-0.00636396,-0.00636396,0.0701022,0.0132107,0.0154438
0.123476,-0.00831492,-0.00344415,0.190748,-0.00545311,-0.000843224
0.124257,-0.00779423,-0.0045,0.189897,-0.00532248,-0.00199197
0.121796,-0.00628707,-0.003207,0.192308,-0.00379821,-0.000127927
0.127167,-0.00603798,-0.00290907,0.183985,-0.00473575,-0.00194642
0.123866,-0.00805457,-0.00397208,0.190303,-0.00548707,-0.00147945
0.123027,-0.00704065,-0.0038535,0.191258,-0.00446584,-0.000900002
0.122636,-0.00730099,-0.00332557,0.19153,-0.00459053,-0.000717262
0.125322,-0.00717645,-0.00317661,0.187405,-0.00519582,-0.00153518
0.125712,-0.0069161,-0.00370453,0.186927,-0.00502648,-0.00213755
0.124482,-0.00616253,-0.00305803,0.188367,-0.00437521,-0.00108026
-0.03,-0.00831492,-0.00344415,0.00480796,0.00212035,0.000702654
-0.0197356,-0.00633949,-0.00385671,0.013917,0.00268315,0.00171965
-0.00940462,-0.00779423,-0.0045,0.0247925,0.00870707,0.00476574
-0.03,-0.00779423,-0.0045,0.00480539,0.00189993,0.000986974
-0.0248678,-0.0073272,-0.00365043,0.0092795,0.0029973,0.00147495
-0.0145701,-0.00706686,-0.00417836,0.0187926,0.00247489,0.00317986
-0.0197023,-0.00805457,-0.00397208,0.0140344,0.00352703,0.00172285
-0.03,-0.00805457,-0.00397208,0.0048074,0.0020186,0.000847794
-0.0248678,-0.00706686,-0.00417836,0.00924146,0.00312012,0.00156686
-0.0197023,-0.00779423,-0.0045,0.0140276,0.00343964,0.00232464
0.231,-0.00344415,0.00831492,0.00133972,-7.53809E-05,0.000358609
0.231,-0.0045,0.00779423,0.00124012,-9.00573E-05,0.000296513
0.224969,-0.0025358,0.00755437,0.00164845,6.56555E-05,8.60615E-05
0.231,-0.000493972,0.0063862,0.00124626,2.35479E-05,0.000176648
0.231,-0.00397208,0.00805457,0.00134431,-7.74477E-05,0.000340434
0.227984,-0.0035179,0.0076743,0.00146478,-7.656E-05,3.28872E-05
0.227984,-0.00298997,0.00793464,0.00149037,4.93265E-05,0.000189651
0.231,-0.00196906,0.00735056,0.0012903,-2.26195E-05,0.000259647
0.231,-0.00249699,0.00709021,0.00127978,-3.35089E-05,0.000239905
0.227984,-0.00151488,0.00697028,0.00143413,3.87734E-05,0.000178088
0.151221,0.00454541,0.00568369,0.126728,0.00842498,0.0110889
0.148895,0.00117474,0.008923,0.13527,0.00326384,0.0149676
0.159038,0.00117474,0.008923,0.0943357,0.00261368,0.0181679
0.150213,0.00232937,0.00869333,0.131459,0.00660015,0.0170271
0.150058,0.00286007,0.00730335,0.131176,0.00606936,0.0132716
0.153967,0.00117474,0.008923,0.115821,0.00446836,0.0168207
0.15513,0.00286007,0.00730335,0.110815,0.0059086,0.0141581
0.150717,0.00343739,0.00718851,0.129305,0.00699249,0.0138757
0.149554,0.00175205,0.00880817,0.133715,0.00520709,0.0162819
0.154626,0.00175205,0.00880817,0.113241,0.0062353,0.0178845
0.0558063,0.00636396,0.00636396,0.209912,-0.00254162,-0.00122397
0.0525346,0.00760739,0.00248278,0.207862,-0.00312619,-0.00116534
0.0466082,0.00714018,0.00547885,0.20413,-0.0014692,-0.00278074
0.0570944,0.00714018,0.00547885,0.210528,-0.00294845,-0.00129106
0.0541705,0.00698568,0.00442337,0.208877,-0.00229256,-0.00109515
0.0495714,0.00737379,0.00398082,0.205935,-0.00226978,-0.00150354
0.0512072,0.00675207,0.00592141,0.207184,-0.00252059,-0.00200419
0.0564503,0.00675207,0.00592141,0.210212,-0.00255191,-0.001163
0.0548145,0.00737379,0.00398082,0.209273,-0.00296469,-0.00127557
0.0518513,0.00714018,0.00547885,0.207482,-0.00277824,-0.00208414
0.0618136,0.00714018,0.00547885,0.212995,-0.0016251,-0.00119101
0.0550704,0.00507159,0.00501858,0.209485,-0.00121902,-0.00087279
0.0611019,0.00636396,0.00636396,0.212326,-0.00144684,-0.0012654
0.0570944,0.00714018,0.00547885,0.210528,-0.00294845,-0.00129106
0.058442,0.00610589,0.00524871,0.211185,-0.00188458,-0.000746416
0.0580862,0.00571778,0.00569127,0.210892,-0.00199672,-0.000712999
0.0614578,0.00675207,0.00592141,0.212599,-0.0012666,-0.00117693
0.059454,0.00714018,0.00547885,0.211813,-0.00225302,-0.000930222
0.0560824,0.00610589,0.00524871,0.20987,-0.0019796,-0.000973108
0.0590982,0.00675207,0.00592141,0.211495,-0.0022051,-0.00119287
0.0618136,0.00714018,0.00547885,0.212995,-0.0016251,-0.00119101
0.0652967,0.00779423,0.0045,0.213542,-0.000567609,-0.000571593
0.0611019,0.00636396,0.00636396,0.212326,-0.00144684,-0.0012654
0.0550704,0.00507159,0.00501858,0.209485,-0.00121902,-0.00087279
0.0635552,0.0074672,0.00498943,0.213879,-0.00142896,-0.00148257
0.0631993,0.0070791,0.00543198,0.213425,-0.00075954,-0.00142372
0.0614578,0.00675207,0.00592141,0.212599,-0.0012666,-0.00117693
0.058442,0.00610589,0.00524871,0.211185,-0.00188458,-0.000746416
0.0601836,0.00643291,0.00475929,0.212088,-0.00153437,-0.00115683
0.0580862,0.00571778,0.00569127,0.210892,-0.00199672,-0.000712999
0.123476,-0.00831492,-0.00344415,0.190748,-0.00545311,-0.000843224
0.124257,-0.00779423,-0.0045,0.189897,-0.00532248,-0.00199197
0.127167,-0.00603798,-0.00290907,0.183985,-0.00473575,-0.00194642
0.13368,-0.00760739,-0.00258882,0.172696,-0.00631181,-0.00374731
0.123866,-0.00805457,-0.00397208,0.190303,-0.00548707,-0.00147945
0.125712,-0.0069161,-0.00370453,0.186927,-0.00502648,-0.00213755
0.125322,-0.00717645,-0.00317661,0.187405,-0.00519582,-0.00153518
0.128578,-0.00796115,-0.00301648,0.181825,-0.00621506,-0.0029704
0.128969,-0.00770081,-0.00354441,0.181313,-0.00643329,-0.00326608
0.130424,-0.00682268,-0.00274894,0.178359,-0.00548298,-0.0028695
0.123403,-0.00869333,-0.00232937,0.190589,-0.00589324,4.41591E-05
0.138691,-0.00831492,-0.00344415,0.164082,-0.00862674,-0.00537678
0.123476,-0.00831492,-0.00344415,0.190748,-0.00545311,-0.000843224
0.13368,-0.00760739,-0.00258882,0.172696,-0.00631181,-0.00374731
0.131047,-0.00850412,-0.00288676,0.177399,-0.00721685,-0.0034868
0.131083,-0.00831492,-0.00344415,0.177527,-0.00631255,-0.00382568
0.123439,-0.00850412,-0.00288676,0.190629,-0.00578208,-0.000381331
0.128541,-0.00815036,-0.00245909,0.181657,-0.00650554,-0.00284329
